2.628054000000000000e+06,1.000000000000000000e+00
2.889563000000000000e+06,1.005113747683618497e+00
3.157964000000000000e+06,1.010227495367236994e+00
3.444901000000000000e+06,1.015341243050855269e+00
3.732181000000000000e+06,1.020454990734473766e+00
4.038898000000000000e+06,1.025568738418092263e+00
4.345941000000000000e+06,1.030682486101710760e+00
4.665115000000000000e+06,1.035796233785329257e+00
4.995897000000000000e+06,1.040909981468947754e+00
5.331277000000000000e+06,1.046023729152566029e+00
5.681445000000000000e+06,1.051137476836184526e+00
6.036441000000000000e+06,1.056251224519803023e+00
6.396501000000000000e+06,1.061364972203421519e+00
6.765910000000000000e+06,1.066478719887040016e+00
7.146090000000000000e+06,1.071592467570658513e+00
7.534629000000000000e+06,1.076706215254276788e+00
7.933981000000000000e+06,1.081819962937895285e+00
8.328899000000000000e+06,1.086933710621513782e+00
8.745001000000000000e+06,1.092047458305132279e+00
9.160042000000000000e+06,1.097161205988750776e+00
9.586276000000000000e+06,1.102274953672369273e+00
1.001682800000000000e+07,1.107388701355987548e+00
1.045803100000000000e+07,1.112502449039606045e+00
1.090574200000000000e+07,1.117616196723224542e+00
1.137060500000000000e+07,1.122729944406843039e+00
1.182540600000000000e+07,1.127843692090461536e+00
1.229649000000000000e+07,1.132957439774080033e+00
1.277476900000000000e+07,1.138071187457698308e+00
1.325355500000000000e+07,1.143184935141316805e+00
1.375071300000000000e+07,1.148298682824935302e+00
1.425864300000000000e+07,1.153412430508553799e+00
1.475923000000000000e+07,1.158526178192172296e+00
1.527082100000000000e+07,1.163639925875790571e+00
1.579892300000000000e+07,1.168753673559409068e+00
1.632868200000000000e+07,1.173867421243027565e+00
1.686831100000000000e+07,1.178981168926646061e+00
1.740394900000000000e+07,1.184094916610264558e+00
1.795949000000000000e+07,1.189208664293883055e+00
1.851495700000000000e+07,1.194322411977501552e+00
1.908237000000000000e+07,1.199436159661119827e+00
1.964898700000000000e+07,1.204549907344738324e+00
2.023635900000000000e+07,1.209663655028356821e+00
2.083048300000000000e+07,1.214777402711975318e+00
2.141408600000000000e+07,1.219891150395593815e+00
2.203451600000000000e+07,1.225004898079212090e+00
2.264758000000000000e+07,1.230118645762830587e+00
2.326289100000000000e+07,1.235232393446449084e+00
2.389600100000000000e+07,1.240346141130067581e+00
2.453797100000000000e+07,1.245459888813686078e+00
2.519295900000000000e+07,1.250573636497304353e+00
2.585647300000000000e+07,1.255687384180923072e+00
2.653493300000000000e+07,1.260801131864541347e+00
2.722589500000000000e+07,1.265914879548159844e+00
2.793340600000000000e+07,1.271028627231778341e+00
2.865681200000000000e+07,1.276142374915396838e+00
2.938387400000000000e+07,1.281256122599015335e+00
3.014145000000000000e+07,1.286369870282633610e+00
3.090430200000000000e+07,1.291483617966252107e+00
3.170141500000000000e+07,1.296597365649870603e+00
3.251354300000000000e+07,1.301711113333489100e+00
3.333810000000000000e+07,1.306824861017107597e+00
3.419218400000000000e+07,1.311938608700725872e+00
3.507305400000000000e+07,1.317052356384344369e+00
3.595278400000000000e+07,1.322166104067962866e+00
3.686056700000000000e+07,1.327279851751581363e+00
3.779231800000000000e+07,1.332393599435199860e+00
3.872936300000000000e+07,1.337507347118818357e+00
3.968251000000000000e+07,1.342621094802436854e+00
4.062691400000000000e+07,1.347734842486055129e+00
4.157359000000000000e+07,1.352848590169673626e+00
4.252419300000000000e+07,1.357962337853292123e+00
4.343446500000000000e+07,1.363076085536910620e+00
4.432519800000000000e+07,1.368189833220529117e+00
4.515812700000000000e+07,1.373303580904147392e+00
4.599058900000000000e+07,1.378417328587765889e+00
4.676697300000000000e+07,1.383531076271384386e+00
4.746909300000000000e+07,1.388644823955002883e+00
4.812565400000000000e+07,1.393758571638621380e+00
4.873311700000000000e+07,1.398872319322239655e+00
4.934211000000000000e+07,1.403986067005858374e+00
4.995979400000000000e+07,1.409099814689476649e+00
1.829040000000000000e+05,1.414213562373095145e+00
2.141170000000000000e+05,1.419179769329279139e+00
2.482960000000000000e+05,1.424145976285463355e+00
2.842770000000000000e+05,1.429112183241647349e+00
3.254330000000000000e+05,1.434078390197831565e+00
3.670710000000000000e+05,1.439044597154015559e+00
4.109640000000000000e+05,1.444010804110199775e+00
4.577570000000000000e+05,1.448977011066383769e+00
5.081890000000000000e+05,1.453943218022567985e+00
5.586340000000000000e+05,1.458909424978751979e+00
6.139930000000000000e+05,1.463875631934936195e+00
6.698530000000000000e+05,1.468841838891120188e+00
7.295930000000000000e+05,1.473808045847304182e+00
7.921360000000000000e+05,1.478774252803488398e+00
8.539300000000000000e+05,1.483740459759672392e+00
9.194320000000000000e+05,1.488706666715856608e+00
9.894280000000000000e+05,1.493672873672040602e+00
1.061142000000000000e+06,1.498639080628224818e+00
1.132681000000000000e+06,1.503605287584408812e+00
1.207952000000000000e+06,1.508571494540593028e+00
1.285069000000000000e+06,1.513537701496777022e+00
1.367070000000000000e+06,1.518503908452961237e+00
1.451992000000000000e+06,1.523470115409145231e+00
