200.0,0.0,153.16365508241964,23460.0,1.0,80408,0.3965826890000006
200.0,0.0,142.76686015552997,-20383.0,1.0,93929,0.0023244800000004062
200.0,0.0,118.32834713119823,-14002.0,1.0,122472,0.002934290000000672
200.0,0.0,148.67583154733515,-22105.0,1.0,86819,0.0020733429999992836
200.0,0.0,138.03466728542185,19054.0,1.0,100118,0.0023871579999994452
200.0,0.0,140.56907149183587,19760.0,1.0,96876,0.002309716000000961
200.0,0.0,135.75308219998166,-18429.0,1.0,103081,0.002460428999999209
200.0,0.0,143.65837441472576,20638.0,1.0,93104,0.0022214809999994145
200.0,0.0,134.71201352524176,18148.0,1.0,104872,0.00251715100000105
200.0,0.0,146.37541094658525,-21426.0,1.0,89364,0.002132045999999832
200.0,0.0,138.69490115272131,-19237.0,1.0,99463,0.0023934460000010205
200.0,0.0,149.91094479630272,-22474.0,1.0,84576,0.002021470000000747
200.0,0.0,143.63774169876453,20632.0,1.0,93150,0.0022302130000007026
200.0,0.0,137.37599037359809,-18873.0,1.0,101067,0.0024197870000008947
200.0,0.0,149.4495377317989,22336.0,1.0,85346,0.0021013069999984424
200.0,0.0,130.58896407774247,-17054.0,1.0,109522,0.002612488000000468
200.0,0.0,154.73100057332618,-23942.0,1.0,78272,0.0018712149999995376
200.0,0.0,148.86013719487863,-22160.0,1.0,86026,0.0020540110000002443
200.0,0.0,128.14582081409011,-16422.0,1.0,111852,0.0026658539999999675
200.0,0.0,145.5755023494824,-21193.0,1.0,90397,0.0021553769999993477
200.0,0.0,139.19396257921653,19375.0,1.0,98975,0.002374404000001107
200.0,0.0,147.41456453105502,-21732.0,1.0,88246,0.0021074139999992525
200.0,0.0,147.70980040503918,21819.0,1.0,87543,0.002091661999999772
200.0,0.0,147.69890699619066,-21815.0,1.0,87753,0.0021696109999993496
200.0,0.0,147.69579654498904,-21815.0,1.0,87561,0.002092934000000213
200.0,0.0,141.86528040642654,-20126.0,1.0,95468,0.00228355999999863
200.0,0.0,149.61209540735018,-22384.0,1.0,85546,0.002044977000000614
200.0,0.0,133.33016058269837,-17777.0,1.0,105799,0.002523639999999716
200.0,0.0,137.31811320597657,18857.0,1.0,101087,0.0024120229999997633
200.0,0.0,128.33707237531468,16471.0,1.0,111953,0.002669844999999782
200.0,0.0,142.55184553093179,20322.0,1.0,94388,0.002253254999999399
200.0,0.0,148.4212356047909,22029.0,1.0,86793,0.002072250000001219
200.0,0.0,144.98118642851304,21020.0,1.0,91442,0.0021827999999999292
200.0,0.0,147.59646484193476,-21785.0,1.0,87893,0.00211494300000048
200.0,0.0,142.35812791062563,20266.0,1.0,94588,0.0022590410000002947
200.0,0.0,152.9679046686144,23400.0,1.0,80396,0.0019376359999991877
200.0,0.0,151.52945852401675,-22962.0,1.0,82736,0.001978731999999539
200.0,0.0,150.45779614068067,-22638.0,1.0,84216,0.0020294009999997087
200.0,0.0,129.89422854404674,16873.0,1.0,110001,0.0027197120000010955
200.0,0.0,140.65444283315185,-19784.0,1.0,96864,0.0024613120000012145
200.0,0.0,138.79094681911903,-19263.0,1.0,99615,0.002445831000001064
