5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 7.957747154594766933e-03 9.599966149219592015e-01 8.097594378440229335e-01
4.993556139137590222e+00 -1.000000000000000000e+00 -4.010330142888707955e-02 5.392991640361389782e-01 7.964809843379733884e-03 6.508232280532942893e-01 3.949475355955175182e+00
4.962099318946292748e+00 -2.000000000000000000e+00 -8.122675253177889798e-02 5.779278598683494916e-01 8.005258749219508821e-03 6.899619745424255823e-01 1.370316831741819508e+00
4.951129578139788379e+00 -3.000000000000000000e+00 -1.223806257688307142e-01 6.148921169870453785e-01 8.005977184266660149e-03 2.879213027766316380e-01 7.016054804569571424e+00
4.894959203450840235e+00 -2.000000000000000000e+00 -8.347027465393840051e-02 5.799866312785364464e-01 8.114304276957255008e-03 3.051134198272223985e-01 6.721577201573055049e+00
4.840418280816217944e+00 -1.000000000000000000e+00 -4.268096352243015007e-02 5.417701311988286639e-01 8.216355800029587556e-03 2.653111338353274506e-01 2.652605485276851027e+00
4.818623530352073026e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.257282504505320669e-03 7.498395387077262386e-01 3.858071860754122007e-01
4.815437811424380321e+00 -1.000000000000000000e+00 -4.312493394384068340e-02 5.421950539800103330e-01 8.258899965920430547e-03 6.828629726900861119e-01 4.686813443173033278e+00
4.776729888038283356e+00 -2.000000000000000000e+00 -8.765337205588691338e-02 5.838118152395030958e-01 8.313640576184418499e-03 5.127236104196120081e-01 3.195655118853687249e+00
4.750162359974689608e+00 -1.000000000000000000e+00 -4.431829989629988698e-02 5.433362440434507112e-01 8.372172605565365855e-03 7.321287302190424562e-01 3.376276678602093462e+00
4.721895588857288217e+00 -2.000000000000000000e+00 -8.970099001634154745e-02 5.856778562113856834e-01 8.409413908222199835e-03 1.180304991462264308e-01 2.178789620190903165e+00
4.703573245122164792e+00 -1.000000000000000000e+00 -4.520059766468777218e-02 5.441790506500653324e-01 8.454932001880114192e-03 4.699220458544516310e-01 1.473569267975275709e-01
4.702327352326086007e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.461498486125528309e-03 5.357639333142248939e-01 2.540726920454936977e+00
4.680828995334998410e+00 -1.000000000000000000e+00 -4.564092622718593506e-02 5.445993791537482309e-01 8.495929520604983756e-03 5.104570965913912683e-01 4.656167037230395600e+00
4.641270528350524671e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.572811158050397048e-03 4.056752729885815256e-01 4.396800368176459806e+00
4.603577589094501654e+00 1.000000000000000000e+00 4.718555478374994450e-02 4.539276835063751903e-01 8.638186962601917401e-03 1.062863089698147245e-01 7.866365817222326307e+00
4.535626450449114166e+00 2.000000000000000000e+00 9.721995977461529714e-02 4.075059005146736135e-01 8.751662255543957852e-03 2.138310287046145675e-01 3.009384110747874264e+00
4.509289337114648077e+00 3.000000000000000000e+00 1.475383932739041115e-01 3.633453954710185174e-01 8.775178866390863364e-03 5.631045024087286688e-01 4.526680646475083947e+00
4.469566904770799098e+00 2.000000000000000000e+00 1.001149904951524894e-01 4.048965151657697437e-01 8.879726621921050361e-03 3.223552910243264735e-01 1.914272301257523123e+00
4.452568690055716871e+00 3.000000000000000000e+00 1.513212773215633633e-01 3.601277871635513717e-01 8.884381336086379435e-03 1.291498176597032366e-01 3.808636892346279446e+00
4.418731307533425579e+00 4.000000000000000000e+00 2.048636015336359195e-01 3.161209460830302631e-01 8.908046552007669802e-03 5.496678221986229795e-01 1.049773905953792941e+00
4.409379872710106341e+00 3.000000000000000000e+00 1.543001058506363321e-01 3.576041554821224322e-01 8.969298912191352516e-03 7.980869025548062989e-01 1.863003982142343862e+00
4.392670033119668638e+00 2.000000000000000000e+00 1.036508416676752697e-01 4.017209068215334966e-01 9.033524026094481851e-03 9.912191124198673764e-01 2.608142402109403513e-01
4.390313961414375576e+00 1.000000000000000000e+00 5.188106021294139336e-02 4.494647619914680092e-01 9.056738480717658329e-03 2.618342977649141812e-01 3.340024576863578787e+00
4.360064232302552689e+00 2.000000000000000000e+00 1.052068992816397458e-01 4.003273465465888026e-01 9.100329666286157207e-03 7.408163459403481754e-01 9.194484787570188500e-01
4.351696948034698309e+00 1.000000000000000000e+00 5.280593210784676611e-02 4.485883011250424990e-01 9.136886166247588925e-03 9.078399722695552621e-01 1.385622430900989244e+00
4.339036673614156570e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 9.169946872062781362e-03 1.211390853989445793e-01 1.121616616442907555e+00
