5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 7.957747154594766933e-03 6.973533146829814511e-01 1.967138576671075390e+00
4.984346008588802057e+00 -1.000000000000000000e+00 -4.025164501965555752e-02 5.394415475562613915e-01 7.979503481180290694e-03 3.350233872778677346e-01 4.101344740629889962e+00
4.951619313953425028e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.035499752747771868e-03 7.840458865219287476e-01 2.825066778796220035e+00
4.928918490550912246e+00 -1.000000000000000000e+00 -4.116202455647789693e-02 5.403148684236838140e-01 8.069086133328870133e-03 1.821287756330425278e-01 1.321912513226668251e+00
4.918251864620961200e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.090015897557183838e-03 8.459691415003414150e-01 8.019160145604773859e+00
4.853376731557961676e+00 -1.000000000000000000e+00 -4.245335258802562795e-02 5.415522090150439727e-01 8.194458027331338532e-03 8.756084850602423586e-01 2.006857310549281959e+00
4.836931623559822313e+00 -2.000000000000000000e+00 -8.548503610516315632e-02 5.818311904062126727e-01 8.210944684053377712e-03 1.984891902138093966e-01 1.384197220891825175e+00
4.825566056747258692e+00 -1.000000000000000000e+00 -4.294409649064655221e-02 5.420219987789475224e-01 8.241597735724883605e-03 3.992063474582413507e-01 1.171344539052112887e+00
4.815912306246453056e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.261931123904825772e-03 5.991807346545018342e-01 5.318924879572518805e+00
4.771967715238201180e+00 -1.000000000000000000e+00 -4.391420313011516752e-02 5.429499745118386844e-01 8.333990694922325734e-03 5.220781370059094373e-01 8.002187076901114970e-01
4.765298699974408692e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.349683467520623015e-03 9.954503154559299904e-01 3.603481232731216899e+00
4.735210772299952353e+00 -1.000000000000000000e+00 -4.459861480308194293e-02 5.436040965819051163e-01 8.398555560167312098e-03 5.702490734428132813e-01 3.194038755116606065e+00
4.708385460353778029e+00 -2.000000000000000000e+00 -9.021650029915134761e-02 5.861469918360380227e-01 8.433346134178178535e-03 4.235777837665227752e-01 2.920562919948196168e+00
4.683755342343208561e+00 -1.000000000000000000e+00 -4.558391237631390785e-02 5.445449658425481898e-01 8.490632447598117985e-03 2.484170659743530907e-01 5.294107590113028561e-01
4.679260310174639947e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 8.503210579342366376e-03 9.022336479058967740e-02 4.882330207957544133e+00
4.637744828298492550e+00 1.000000000000000000e+00 4.649286405219724833e-02 4.545879291516907728e-01 8.574687111370160597e-03 1.153760276166553300e-01 4.623083583921297368e+00
4.598103333076655197e+00 2.000000000000000000e+00 9.459594972532214818e-02 4.098782471268956895e-01 8.633847715791951802e-03 9.358658419526049155e-01 8.675998349880666538e+00
4.523196084541322826e+00 1.000000000000000000e+00 4.887752084401747465e-02 4.523169851779111905e-01 8.791337509776763967e-03 6.335879209210082408e-02 1.954350551797814362e+00
4.506014729228049909e+00 2.000000000000000000e+00 9.850193945925690697e-02 4.063493765793606549e-01 8.808615420510687577e-03 1.404840199702528380e-02 4.294594034252489645e-01
4.502231786504554911e+00 3.000000000000000000e+00 1.480013084897816578e-01 3.629508851675621317e-01 8.788625544032148754e-03 6.891704297368096421e-01 4.417722314456300481e+00
4.463406079325283216e+00 2.000000000000000000e+00 1.003915580524310652e-01 4.046476744116662694e-01 8.891858442495440343e-03 5.804767095016069023e-01 1.158106362801793798e+00
4.453108361485896616e+00 1.000000000000000000e+00 5.042820078176488835e-02 4.508433009352781351e-01 8.929360035158059525e-03 7.625370921693250814e-01 3.718716911290138150e+00
4.419902599316156255e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 9.002174794333683838e-03 5.775310589257348637e-01 3.190826253579448046e+00
4.391178223643085410e+00 -1.000000000000000000e+00 -5.186063998588520685e-02 5.505158769960124543e-01 9.054960764728354344e-03 8.751220466250076990e-01 1.935862013446111862e-01
